Angle Name,Trial ID,Time,Value,Euler
Pelvis[0] max vel,1,25.36,-1.7232592971857181,-90.04466836608587
Pelvis[0] move onset,1,24.94,-0.23998211881774695,-90.08554212250544
Pelvis[1] max vel,1,24.96,-3.848587318752333,90.53286712558601
Pelvis[1] move onset,1,24.94,-3.091737394095674,90.59418486861611
Pelvis[2] max vel,1,25.013333333333332,-4.014570454351411,-48.31554372489495
Pelvis[2] move onset,1,24.94,-1.0228981024881343,-48.104667719807914
R_Arm[1] max vel,1,24.873333333333335,50.95120279350388,9.280751345073403
R_Arm[1] move onset,1,24.94,25.996847677555845,10.488430388005863
R_Arm[2] max vel,1,24.926666666666666,-31.90283647914068,-43.96276431497836
R_Arm[2] move onset,1,24.94,-30.82789736148806,-44.37791035671499
R_Forearm[0] max vel,1,24.926666666666666,-72.22786826051576,66.10452620343864
R_Forearm[0] move onset,1,24.94,-60.80785843599772,65.24853947733781
R_Forearm[2] max vel,1,24.96,-82.2246353474111,-64.26490278111592
R_Forearm[2] move onset,1,24.94,-14.705458821576338,-63.792497303245916
R_Hand[1] max vel,1,24.966666666666665,-38.21833264485656,-7.209395686248255
R_Hand[1] move onset,1,24.94,-13.30499146076925,-7.0608777047689095
Thorax[0] max vel,1,24.96,56.8801989418654,2.538851141228409
Thorax[0] move onset,1,24.94,44.99811107299298,1.5119191829290142
Thorax[1] max vel,1,25.14666666666667,-5.7836393129540955,80.20566969660234
Thorax[1] move onset,1,24.94,3.5873256910281026,80.22798817002294
Thorax[2] max vel,1,24.96,-57.84783311102352,-9.252098882938792
Thorax[2] move onset,1,24.94,-46.98853878540811,-8.179459196518286
Pelvis[0] max vel,2,32.81333333333333,-2.296415065264036,-90.05829097796448
Pelvis[0] move onset,2,31.626666666666665,-0.0109543563195129,-90.0539313265469
Pelvis[1] max vel,2,33.1,-5.958778410170692,90.3382354254867
Pelvis[1] move onset,2,31.626666666666665,-0.04211118050497417,90.7542806911922
