Angle Name,Trial ID,Time,Value,Euler
Pelvis[0] max vel,1,17.846666666666668,4.822482089741374,-94.26227523270583
Pelvis[0] move onset,1,17.493333333333332,-0.35623395138405206,-94.41195629526331
Pelvis[1] max vel,1,17.766666666666666,12.511651601326815,94.65574885949681
Pelvis[1] move onset,1,17.493333333333332,-2.646634155511857,93.25321772229394
Pelvis[2] max vel,1,18.013333333333332,4.791518622706189,-76.74522598740204
Pelvis[2] move onset,1,17.493333333333332,-0.8040163527760344,-77.05469090371753
R_Arm[1] max vel,1,17.553333333333335,-227.6485473642743,-13.580043168946446
R_Arm[1] move onset,1,17.493333333333332,-39.36423360550231,-12.529800635787215
R_Arm[2] max vel,1,17.566666666666666,66.94661613112942,29.76808459240232
R_Arm[2] move onset,1,17.493333333333332,25.098655866841792,27.81984482059583
R_Forearm[0] max vel,1,17.553333333333335,99.33182323784735,-67.0511153535203
R_Forearm[0] move onset,1,17.493333333333332,54.243705810791795,-70.68706356496278
R_Forearm[2] max vel,1,17.553333333333335,516.9153782169532,-57.672767496979645
R_Forearm[2] move onset,1,17.493333333333332,86.18245952478924,-53.783360902831795
R_Hand[1] max vel,1,17.553333333333335,-126.19684887832611,1.6736707204881316
R_Hand[1] move onset,1,17.493333333333332,-17.62265602623044,0.5258935508948178
Thorax[0] max vel,1,17.72,-33.88946871818673,102.00621908461865
Thorax[0] move onset,1,17.493333333333332,10.008195709502909,102.45055591156162
Thorax[1] max vel,1,17.64666666666667,-12.218047196389058,83.31066505241279
Thorax[1] move onset,1,17.493333333333332,-9.286992229037883,84.78771820040815
Thorax[2] max vel,1,17.74,31.844961588406314,-107.9638534531911
Thorax[2] move onset,1,17.493333333333332,-9.493891199842063,-108.5676547945179
Pelvis[0] max vel,2,23.133333333333333,4.1179981529348035,-94.04583644514948
Pelvis[0] move onset,2,22.726666666666667,1.087646681751922,-94.09280188977073
Pelvis[1] max vel,2,23.19333333333333,9.949822426724612,96.63880201569583
Pelvis[1] move onset,2,22.726666666666667,-1.310869607065308,96.73986530881666
Pelvis[2] max vel,2,22.94,-8.33897835624436,-77.41032408616424
Pelvis[2] move onset,2,22.726666666666667,-0.5596487226076985,-77.50995749800676
R_Arm[1] max vel,2,23.02,-87.27584181000519,-19.911157757533957
R_Arm[1] move onset,2,22.726666666666667,1.1783518702254472,-12.153888109833305
R_Arm[2] max vel,2,22.953333333333333,51.18536213909928,30.738210795330506
R_Arm[2] move onset,2,22.726666666666667,15.716936705110784,23.106534391489728
R_Forearm[0] max vel,2,22.953333333333333,122.49260593119683,-62.37671284645365
R_Forearm[0] move onset,2,22.726666666666667,-11.947184182414567,-69.31111403475181
R_Forearm[2] max vel,2,22.78,-299.67222458944724,-43.864133056058286
R_Forearm[2] move onset,2,22.726666666666667,8.9082249319038,-41.37557607046421
R_Hand[1] max vel,2,22.82,-155.19958257494,7.552920078373569
R_Hand[1] move onset,2,22.726666666666667,-58.76721629831651,16.31190323018984
Thorax[0] max vel,2,22.94,75.59693590742344,96.89873310539666
Thorax[0] move onset,2,22.726666666666667,-1.899995260100543,93.75819497937223
Thorax[1] max vel,2,23.06,-13.823928369338747,82.62436531326459
Thorax[1] move onset,2,22.726666666666667,-4.800326266431164,84.6408228135593
Thorax[2] max vel,2,22.94,-76.64040531992234,-102.33920848337097
Thorax[2] move onset,2,22.726666666666667,3.6546426261909044,-99.54795579675493
Pelvis[0] max vel,3,28.64,6.246539504882837,-94.05265379507337
Pelvis[0] move onset,3,28.24,-0.4945553822625695,-94.29581455789727
Pelvis[1] max vel,3,28.64,16.436518261213788,97.13507627800838
Pelvis[1] move onset,3,28.24,-1.8888007517707512,96.52338219289766
Pelvis[2] max vel,3,28.286666666666665,13.232653777013374,-77.7408530623608
Pelvis[2] move onset,3,28.24,0.19956552105799946,-77.91289194060315
R_Arm[1] max vel,3,28.44,-101.51091008422452,-18.98542058673898
R_Arm[1] move onset,3,28.24,7.815442380941837,-10.17795460111727
R_Arm[2] max vel,3,28.38,52.35530701208729,31.56313032181396
R_Arm[2] move onset,3,28.24,21.859951191098045,27.557630625150676
R_Forearm[0] max vel,3,28.426666666666666,143.12801637045214,-57.830988584646434
R_Forearm[0] move onset,3,28.24,7.585446514925418,-71.9111088636711
R_Forearm[2] max vel,3,28.413333333333334,-372.3653083897382,-49.5864027952467
R_Forearm[2] move onset,3,28.24,-47.517813749348704,-44.682649287152906
R_Hand[1] max vel,3,28.42,-96.16628983276193,3.212533395188366
R_Hand[1] move onset,3,28.24,-49.128654211841514,2.6670172764687976
Thorax[0] max vel,3,28.746666666666666,-51.61889727272069,93.9376001797092
Thorax[0] move onset,3,28.24,12.313472151212535,94.04740714413957
Thorax[1] max vel,3,28.48,-15.395432616548582,82.05511707027262
Thorax[1] move onset,3,28.24,-4.927244172371689,83.60667545426789
Thorax[2] max vel,3,28.746666666666666,50.59444326383852,-98.98528257244337
Thorax[2] move onset,3,28.24,-12.349095325900276,-98.98772264577866
Pelvis[0] max vel,4,34.92,5.140976788120616,-94.58945734316165
Pelvis[0] move onset,4,34.553333333333335,0.47758444083172413,-94.517973671167
Pelvis[1] max vel,4,34.92,12.336039555421445,96.32416168381859
Pelvis[1] move onset,4,34.553333333333335,-3.8612761099241917,96.78308545346653
Pelvis[2] max vel,4,34.92,-10.868412207916903,-77.35350013090132
Pelvis[2] move onset,4,34.553333333333335,-0.37328027562093113,-77.50420044829139
R_Arm[1] max vel,4,34.70666666666666,-83.39467271828352,-18.8369268613399
R_Arm[1] move onset,4,34.553333333333335,-36.52925605398958,-11.192191698249118
R_Arm[2] max vel,4,34.61333333333334,42.51087249206208,33.33373367096062
R_Arm[2] move onset,4,34.553333333333335,23.767645759565895,31.523078241170126
R_Forearm[0] max vel,4,34.68,145.56267120801914,-55.72853225446175
R_Forearm[0] move onset,4,34.553333333333335,55.20443428876135,-68.55999992003585
R_Forearm[2] max vel,4,34.74,-327.94623173713416,-54.19848100563056
R_Forearm[2] move onset,4,34.553333333333335,-22.790890483017318,-44.692274939752224
R_Hand[1] max vel,4,34.68,118.64974289622089,1.5360531746848511
R_Hand[1] move onset,4,34.553333333333335,13.248811206395523,0.49740250186066604
Thorax[0] max vel,4,34.66,44.1719812867444,91.94967095080824
Thorax[0] move onset,4,34.553333333333335,12.017159403200962,91.09133650799676
Thorax[1] max vel,4,34.75333333333333,-25.184290292383558,81.67257236785011
Thorax[1] move onset,4,34.553333333333335,-1.6894406734249476,83.32525129058818
Thorax[2] max vel,4,34.66,-43.78596906447199,-96.62986375269051
Thorax[2] move onset,4,34.553333333333335,-9.633707891266432,-95.94860546322062
Pelvis[0] max vel,5,41.45333333333333,-5.213475747939982,-94.45104539408493
Pelvis[0] move onset,5,41.02,0.3998539846671276,-94.63611347651668
Pelvis[1] max vel,5,41.35333333333333,10.233457882451946,96.68787387860887
Pelvis[1] move onset,5,41.02,-2.4651691357734924,96.89144810262533
Pelvis[2] max vel,5,41.14,11.103708539709466,-77.94880421547984
Pelvis[2] move onset,5,41.02,-0.07520030321431968,-77.94666352847732
R_Arm[1] max vel,5,41.053333333333335,-60.81546997468265,-13.115662451732726
R_Arm[1] move onset,5,41.02,-18.42993957776794,-12.143560650910072
R_Arm[2] max vel,5,41.093333333333334,55.738843712205785,33.719290140709965
R_Arm[2] move onset,5,41.02,29.13753325059794,30.816936382110974
R_Forearm[0] max vel,5,41.12,107.24761839485795,-59.66538817804572
R_Forearm[0] move onset,5,41.02,60.2223303108334,-68.75493873878213
R_Forearm[2] max vel,5,41.16,-310.8728000640394,-50.44407582754221
R_Forearm[2] move onset,5,41.02,-53.70317171122789,-44.6458034002011
R_Hand[1] max vel,5,41.126666666666665,114.6310603443531,1.649843355410334
R_Hand[1] move onset,5,41.02,72.8521781259312,-3.2667254664030163
Thorax[0] max vel,5,41.45333333333333,-40.669700685834655,97.56933139146845
Thorax[0] move onset,5,41.02,8.641990153313218,93.87923247800934
Thorax[1] max vel,5,41.18666666666667,-17.366637669436624,81.99137022510791
Thorax[1] move onset,5,41.02,-1.3515288574869047,83.45451741807351
Thorax[2] max vel,5,40.95333333333333,-36.28786287464503,-97.77179248455364
Thorax[2] move onset,5,41.02,-7.304191086662787,-98.3951976675863
Pelvis[0] max vel,6,47.406666666666666,4.916082220814687,-94.77100356325893
Pelvis[0] move onset,6,47.266666666666666,0.613415159795902,-94.9208499233439
Pelvis[1] max vel,6,48.36,-12.51166032532948,94.07518939921984
Pelvis[1] move onset,6,47.266666666666666,-2.270359438849354,95.77515905172103
Pelvis[2] max vel,6,48.413333333333334,6.558605247409065,-77.69301441335654
Pelvis[2] move onset,6,47.266666666666666,-1.7079374073503761,-78.26867343177982
R_Arm[1] max vel,6,48.406666666666666,-67.29679265879906,-17.209638324949974
R_Arm[1] move onset,6,47.266666666666666,1.9251387410935974,-10.065716645403555
R_Arm[2] max vel,6,48.3,57.46132156189336,35.42426289531116
R_Arm[2] move onset,6,47.266666666666666,6.369187172328272,30.29648824826178
R_Forearm[0] max vel,6,48.36,112.82038904519808,-55.75818975943253
R_Forearm[0] move onset,6,47.266666666666666,0.012003406914503467,-65.79756430149415
R_Forearm[2] max vel,6,48.3,-311.22337980650434,-50.3033943864205
R_Forearm[2] move onset,6,47.266666666666666,38.29144127016434,-47.99176148884324
R_Hand[1] max vel,6,47.34,-99.980522613089,7.981073283373484
R_Hand[1] move onset,6,47.266666666666666,-29.13011754148769,9.775054856795478
Thorax[0] max vel,6,47.38666666666666,65.96113094177814,87.4136267486623
Thorax[0] move onset,6,47.266666666666666,-11.464203691950814,86.9249833000058
Thorax[1] max vel,6,48.35333333333333,-30.015560295305928,81.43870969737807
Thorax[1] move onset,6,47.266666666666666,2.25484008841846,84.80467338107852
Thorax[2] max vel,6,48.26,-71.54249292833794,-99.67417912787087
Thorax[2] move onset,6,47.266666666666666,7.220703518926864,-91.86546999402448
Pelvis[0] max vel,7,57.346666666666664,3.4914845215403862,-95.40927738424473
Pelvis[0] move onset,7,57.233333333333334,-0.6342548580036171,-95.47395303771098
Pelvis[1] max vel,7,57.48,12.694466302127784,91.32975261554692
Pelvis[1] move onset,7,57.233333333333334,-6.995294224493273,91.24151293673476
Pelvis[2] max vel,7,57.35333333333333,7.878611525460805,-74.34153120556243
Pelvis[2] move onset,7,57.233333333333334,1.9435426744080602,-74.89476494751815
R_Arm[1] max vel,7,57.27333333333333,-69.18940922375171,-11.957821783379757
R_Arm[1] move onset,7,57.233333333333334,-16.280951612475054,-10.52354155468426
R_Arm[2] max vel,7,57.36,36.35403063304218,42.89781998851008
R_Arm[2] move onset,7,57.233333333333334,30.882877693344422,40.12870191674866
R_Forearm[0] max vel,7,57.28,103.49294667947092,-58.899136701358906
R_Forearm[0] move onset,7,57.233333333333334,62.15732832800436,-62.89476317632089
R_Forearm[2] max vel,7,57.373333333333335,377.46919343033386,-57.027116095520626
R_Forearm[2] move onset,7,57.233333333333334,-54.30308110430079,-51.72835663686049
R_Hand[1] max vel,7,57.21333333333333,190.55309193139854,2.036224650650937
R_Hand[1] move onset,7,57.233333333333334,102.60173915009119,4.460544931573465
Thorax[0] max vel,7,57.48,22.772026622169,94.96825824650253
Thorax[0] move onset,7,57.233333333333334,2.8450821148084815,94.75925337297359
Thorax[1] max vel,7,57.28,-30.03510018266561,80.76467268101051
Thorax[1] move onset,7,57.233333333333334,-18.951540749829814,81.86102101208517
Thorax[2] max vel,7,57.48,-23.0185908006597,-100.74622371108225
Thorax[2] move onset,7,57.233333333333334,-3.380977075230907,-101.18181118902132
Pelvis[0] max vel,8,63.96,-2.8357008270617503,-95.24967693911614
Pelvis[0] move onset,8,64.09333333333333,0.1476765048452739,-95.18228501205233
Pelvis[1] max vel,8,64.26666666666667,8.06066464991908,93.1731236728899
Pelvis[1] move onset,8,64.09333333333333,-4.913044405822508,93.09578979903277
Pelvis[2] max vel,8,64.40666666666667,-6.271056213542772,-75.70624823105673
Pelvis[2] move onset,8,64.09333333333333,2.751516759520487,-75.91572478346359
R_Arm[1] max vel,8,64.09333333333333,-63.49771779909214,-12.40789226999042
R_Arm[1] move onset,8,64.09333333333333,-63.49771779909214,-12.40789226999042
R_Arm[2] max vel,8,64.02666666666667,31.96708626422029,37.744761278324134
R_Arm[2] move onset,8,64.09333333333333,14.687826941983008,39.38612736001938
R_Forearm[0] max vel,8,64.1,108.02667900272911,-61.23186773167122
R_Forearm[0] move onset,8,64.09333333333333,97.30629171312688,-61.86437981511339
R_Forearm[2] max vel,8,64.14,-290.80771261285236,-51.42499325800721
R_Forearm[2] move onset,8,64.09333333333333,-38.58638003471948,-48.3723587354151
R_Hand[1] max vel,8,64.18,-154.18922581186084,0.8409177504078695
R_Hand[1] move onset,8,64.09333333333333,-33.45261478050232,1.5965580242509843
Thorax[0] max vel,8,64.39333333333333,-31.09411471366448,97.83301262483462
Thorax[0] move onset,8,64.09333333333333,-0.028058773196775966,96.98859041342267
Thorax[1] max vel,8,64.18,-8.784509619563798,80.62005125400563
Thorax[1] move onset,8,64.09333333333333,-4.618546245010967,81.09395859786268
Thorax[2] max vel,8,64.39333333333333,33.949127282484746,-104.21233107095811
Thorax[2] move onset,8,64.09333333333333,-1.3604404241846395,-103.38427958496183
Pelvis[0] max vel,9,69.50666666666666,3.1998104841590096,-95.48491613089352
Pelvis[0] move onset,9,69.24666666666667,-0.41211777800689464,-95.47236292476235
Pelvis[1] max vel,9,69.6,5.481370316672496,93.42306594853433
Pelvis[1] move onset,9,69.24666666666667,-3.9986136829496255,93.4010069273222
Pelvis[2] max vel,9,69.73333333333333,-6.559083292984521,-75.92599292353312
Pelvis[2] move onset,9,69.24666666666667,0.4164679323459888,-76.12398179387145
R_Arm[1] max vel,9,69.42666666666666,-82.94531274995421,-18.75400971177495
R_Arm[1] move onset,9,69.24666666666667,-7.702326272738561,-12.364881017917954
R_Arm[2] max vel,9,69.29333333333334,26.255098192161103,35.96830458376441
R_Arm[2] move onset,9,69.24666666666667,15.773700385078433,35.22071303917202
R_Forearm[0] max vel,9,69.38666666666667,101.35954035046592,-60.22999242097999
R_Forearm[0] move onset,9,69.24666666666667,23.049950734743003,-69.14916909143402
R_Forearm[2] max vel,9,69.42,-271.60306299292085,-54.59555961481622
R_Forearm[2] move onset,9,69.24666666666667,119.49856169827243,-47.20848209843437
R_Hand[1] max vel,9,69.23333333333333,-102.5737755502054,-6.735620388761231
R_Hand[1] move onset,9,69.24666666666667,26.359701245323294,-7.132778306371771
Thorax[0] max vel,9,69.18666666666667,43.901509860376635,94.62031848858115
Thorax[0] move onset,9,69.24666666666667,8.834085233267754,95.08394238034533
Thorax[1] max vel,9,69.44666666666667,-9.325910309564273,80.45851782943286
Thorax[1] move onset,9,69.24666666666667,-5.391155022361445,81.38313647690032
Thorax[2] max vel,9,69.18666666666667,-46.63300267431559,-100.81717339012418
Thorax[2] move onset,9,69.24666666666667,-7.948282245467621,-101.15352526345482
Pelvis[0] max vel,10,74.72,4.349523705551191,-95.55831402394074
Pelvis[0] move onset,10,74.22666666666667,0.09832722387825979,-95.69728696031736
Pelvis[1] max vel,10,74.48,11.46475316473628,93.11552545808769
Pelvis[1] move onset,10,74.22666666666667,-7.349032554508113,92.86560042031363
Pelvis[2] max vel,10,74.53333333333333,-7.023217379965068,-76.06369569196215
Pelvis[2] move onset,10,74.22666666666667,2.522573664642633,-76.44112436598402
R_Arm[1] max vel,10,74.31333333333333,-66.58961633803776,-18.4605442108058
R_Arm[1] move onset,10,74.22666666666667,-42.365809909681914,-14.451338591193887
R_Arm[2] max vel,10,74.28666666666666,30.134661519346107,36.95811456405542
R_Arm[2] move onset,10,74.22666666666667,21.231355799113718,35.66362044468781
R_Forearm[0] max vel,10,74.24666666666667,91.21550862177406,-59.54180606488234
R_Forearm[0] move onset,10,74.22666666666667,89.96426686380002,-61.21499948328852
R_Forearm[2] max vel,10,74.2,-267.78017913776034,-56.21222811247417
R_Forearm[2] move onset,10,74.22666666666667,175.28661550424917,-58.37589479139888
R_Hand[1] max vel,10,74.19333333333333,-89.94313455215405,-1.3865115055960078
R_Hand[1] move onset,10,74.22666666666667,-60.22913905532272,-2.1965546024630624
Thorax[0] max vel,10,74.39333333333333,34.430894561739265,95.73626075713531
Thorax[0] move onset,10,74.22666666666667,13.50970084562436,94.90716897966632
Thorax[1] max vel,10,74.28,-16.057539649356976,80.78655105708599
Thorax[1] move onset,10,74.22666666666667,-7.659024523291329,81.43365860612752
Thorax[2] max vel,10,74.39333333333333,-32.83116882860847,-101.94451498611646
Thorax[2] move onset,10,74.22666666666667,-13.769646818478586,-100.91285267831952
Pelvis[0] max vel,11,82.97333333333333,4.232368270060227,-95.26878538743995
Pelvis[0] move onset,11,82.69333333333333,1.107109575823398,-95.56018089973529
Pelvis[1] max vel,11,82.97333333333333,13.988445487226253,92.89538509560333
Pelvis[1] move onset,11,82.69333333333333,-9.597063871979016,93.20500048347402
Pelvis[2] max vel,11,82.86666666666666,10.887969283520333,-75.87390888236797
Pelvis[2] move onset,11,82.69333333333333,1.7607782277637019,-76.34491106398758
R_Arm[1] max vel,11,82.82666666666667,-62.92994037417273,-18.281166575507275
R_Arm[1] move onset,11,82.69333333333333,-29.310515828302794,-12.958975566721781
R_Arm[2] max vel,11,82.72,49.315889921068674,36.81564468363945
R_Arm[2] move onset,11,82.69333333333333,31.870106393210566,35.843773920278196
R_Forearm[0] max vel,11,82.76666666666667,106.71509066381826,-57.53013136669314
R_Forearm[0] move onset,11,82.69333333333333,73.44068207661587,-64.40466870042266
R_Forearm[2] max vel,11,82.92,290.0358654781437,-56.888581241440406
R_Forearm[2] move onset,11,82.69333333333333,20.626903747755,-48.427565898439134
R_Hand[1] max vel,11,82.80666666666667,-105.8065718353948,2.9549779614814944
R_Hand[1] move onset,11,82.69333333333333,-0.3749555057332993,2.6435502779457654
Thorax[0] max vel,11,82.7,47.815667118114916,97.49645103885813
Thorax[0] move onset,11,82.69333333333333,20.353352039823324,97.31015296930406
Thorax[1] max vel,11,82.76,-18.726403740451477,80.02704840230275
Thorax[1] move onset,11,82.69333333333333,-6.692696613140744,80.84750909974788
Thorax[2] max vel,11,82.7,-49.65742570616588,-103.82818097156724
Thorax[2] move onset,11,82.69333333333333,-19.46379335208038,-103.63664945912011
Pelvis[0] max vel,12,89.28666666666666,-3.508529585799174,-95.28267160144703
Pelvis[0] move onset,12,89.10666666666667,0.6723665427949321,-95.36645054009763
Pelvis[1] max vel,12,89.56666666666666,8.204781099290335,95.37198730108483
Pelvis[1] move onset,12,89.10666666666667,2.107262919841828,94.67231110520723
Pelvis[2] max vel,12,89.56,-9.733885190199485,-76.20627195902141
Pelvis[2] move onset,12,89.10666666666667,1.599404434267684,-76.49805613585873
R_Arm[1] max vel,12,89.49333333333334,-110.47965924189897,-26.028063599612466
R_Arm[1] move onset,12,89.10666666666667,1.9607594034932434,-12.080453365853337
