Angle Name,Trial ID,Time,Value,Euler
Pelvis[0] max vel,1,0.0,,-92.02085301484685
Pelvis[0] move onset,1,0.14,,
Pelvis[1] max vel,1,0.0,,89.48094472576564
Pelvis[1] move onset,1,0.14,,
Pelvis[2] max vel,1,0.0,,-59.169531441254634
Pelvis[2] move onset,1,0.14,,
R_Arm[1] max vel,1,0.0,,-7.115044308746581
R_Arm[1] move onset,1,0.14,-0.29966930318777707,-7.448607925719455
R_Arm[2] max vel,1,0.0,,-24.93925920899104
R_Arm[2] move onset,1,0.14,-0.8227797184529321,-24.91252427574526
R_Forearm[0] max vel,1,0.0,,22.001275062484346
R_Forearm[0] move onset,1,0.14,1.3702607451811848,21.64044776494802
R_Forearm[2] max vel,1,0.0,,-107.05365446986498
R_Forearm[2] move onset,1,0.14,-3.1682994487069718,-107.86059892168254
R_Hand[1] max vel,1,0.0,,8.487000435437338
R_Hand[1] move onset,1,0.14,-0.11314730892755284,8.547129365768061
Thorax[0] max vel,1,0.0,,-12.285424059579091
Thorax[0] move onset,1,0.14,,
Thorax[1] max vel,1,0.0,,75.81930012220116
Thorax[1] move onset,1,0.14,,
Thorax[2] max vel,1,0.0,,9.113757517661996
Thorax[2] move onset,1,0.14,,
Pelvis[0] max vel,2,7.38,4.609770298112638,-93.8858268336386
Pelvis[0] move onset,2,7.44,0.6153596777288289,-93.76045775507622
Pelvis[1] max vel,2,7.68,-8.429333066340353,90.98188368960152
Pelvis[1] move onset,2,7.44,-4.257493692900272,91.79384062517136
Pelvis[2] max vel,2,7.326666666666667,7.226380194310613,-52.42853774019003
Pelvis[2] move onset,2,7.44,2.6336220651196975,-52.02641329780593
R_Arm[1] max vel,2,8.033333333333333,20.755994511449547,-3.37376481259833
R_Arm[1] move onset,2,7.44,6.872508809452977,-3.094529327129304
R_Arm[2] max vel,2,7.326666666666667,5.854623658035793,-44.53050502788796
R_Arm[2] move onset,2,7.44,2.141414706524797,-44.31023966258433
R_Forearm[0] max vel,2,7.3,31.836847951079136,69.41621309466235
R_Forearm[0] move onset,2,7.44,13.563803525863479,72.19086445460655
R_Forearm[2] max vel,2,7.32,48.47938280256139,-63.965072148549304
R_Forearm[2] move onset,2,7.44,-5.199316529834532,-63.048122580956075
R_Hand[1] max vel,2,7.32,52.15165707101398,-11.253254156248099
R_Hand[1] move onset,2,7.44,-25.070949285737285,-12.378299150832435
Thorax[0] max vel,2,7.32,-30.09152721082044,8.733641219467536
Thorax[0] move onset,2,7.44,12.82518901272785,8.134309406576886
Thorax[1] max vel,2,7.326666666666667,-6.101278466806957,78.7861312436612
Thorax[1] move onset,2,7.44,2.0750214233907482,78.91487452910594
Thorax[2] max vel,2,7.32,31.76754566744067,-9.076240859754776
Thorax[2] move onset,2,7.44,-11.126541679786436,-8.164012796104094
Pelvis[0] max vel,3,13.42,3.2594835007468794,-93.71846070389826
Pelvis[0] move onset,3,13.486666666666666,0.4986410381755644,-93.65104996717675
Pelvis[1] max vel,3,13.406666666666666,17.45649971750732,90.30680606382916
Pelvis[1] move onset,3,13.486666666666666,15.067584247597111,91.40471902412195
Pelvis[2] max vel,3,13.346666666666666,14.421425898922436,-50.79835141697166
Pelvis[2] move onset,3,13.486666666666666,0.007659058382421716,-50.19912894309332
R_Arm[1] max vel,3,13.426666666666666,20.389218482469317,3.878726085903704
R_Arm[1] move onset,3,13.486666666666666,6.365412675463314,4.719988426027758
R_Arm[2] max vel,3,13.346666666666666,-26.243167503159555,-52.387224132395716
R_Arm[2] move onset,3,13.486666666666666,12.292319014815739,-53.187120654425776
R_Forearm[0] max vel,3,13.36,-53.83914340768006,55.68524388191214
R_Forearm[0] move onset,3,13.486666666666666,1.6902125800547751,53.605700913945675
R_Forearm[2] max vel,3,13.366666666666667,-55.50347649122626,-77.10944504791442
R_Forearm[2] move onset,3,13.486666666666666,12.114728846760139,-77.5662097164576
R_Hand[1] max vel,3,14.066666666666666,32.292704078774804,-13.670035833392054
R_Hand[1] move onset,3,13.486666666666666,-6.466648949754121,-13.34707072958165
Thorax[0] max vel,3,13.353333333333333,60.888357440263796,38.54657347535174
Thorax[0] move onset,3,13.486666666666666,-44.92967697903731,37.69414978736583
Thorax[1] max vel,3,13.346666666666666,-11.53708047026961,78.02575276195381
Thorax[1] move onset,3,13.486666666666666,6.851641544123199,78.07815830798621
Thorax[2] max vel,3,13.353333333333333,-57.27916456555098,-38.48056141658802
Thorax[2] move onset,3,13.486666666666666,39.7713209019404,-37.880538601171935
Pelvis[0] max vel,4,20.593333333333334,8.854757982173732,-93.67007055471768
Pelvis[0] move onset,4,20.073333333333334,0.18555804966223757,-93.52592813553241
Pelvis[1] max vel,4,20.593333333333334,29.171294520490456,91.6026957415186
